id,me,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,correta,explicacao,justificativa_a,justificativa_b,justificativa_c,justificativa_d
sim-me2simulado1trimestreprovaahtml-15,ME2,,"Paciente de 40 anos, 75 kg, sem comorbidades, recebe rocurônio 0,6 mg/kg para intubação. Ao final da cirurgia de 90 minutos, o monitor de TOF mostra relação T4/T1 de 0,65. O anestesiologista decide reverter o bloqueio neuromuscular residual.

Questão 14 Paciente de 40 anos, 75 kg, sem comorbidades, recebe rocurônio 0,6 mg/kg para intubação. Ao final da cirurgia de 90 minutos, o monitor de TOF mostra relação T4/T1 de 0,65. O anestesiologista decide reverter o bloqueio neuromuscular residual. Qual é a conduta MAIS adequada para reversão segura do bloqueio neuromuscular neste cenário?","Neostigmina 0,05 mg/kg + atropina 0,02 mg/kg; extubação imediata após administração","Aguardar recuperação espontânea até TOF ≥ 0,9 sem reversão farmacológica","Sugammadex 2 mg/kg IV; extubação quando TOF ≥ 0,9","Neostigmina 0,07 mg/kg + glicopirrolato; extubação após 5 minutos independentemente do TOF || E) Flumazenil para antagonizar o componente sedativo residual associado ao bloqueio",C,"14. C — Com TOF ratio de 0,65, há bloqueio residual significativo. A neostigmina tem eficácia limitada e imprevisível com TOF ratio <0,9 e não deve ser usada como estratégia isolada segura. O sugammadex 2 mg/kg é indicado para reversão de bloqueio moderado (reaparecimento de T2 ou TOF ratio 0,2–0,9) por rocurônio/vecurônio, com reversão rápida e confiável para TOF ≥ 0,9. A extubação deve aguardar confirmação do TOF ≥ 0,9. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simulado1trimestreprovaahtml-16,ME2,,"Paciente de 22 anos, 90 kg, jovem atleta, necessita de intubação de emergência por edema de glote após reação alérgica. O acesso venoso está sendo tentado. O anestesiologista considera intubação de sequência rápida e questiona se há contraindicações à succinilcolina.

Questão 15 Paciente de 22 anos, 90 kg, jovem atleta, necessita de intubação de emergência por edema de glote após reação alérgica. O acesso venoso está sendo tentado. O anestesiologista considera intubação de sequência rápida e questiona se há contraindicações à succinilcolina. Qual das alternativas abaixo representa uma contraindicação ABSOLUTA ao uso de succinilcolina?",Obesidade mórbida (IMC 42),"Hipercalemia conhecida (K+ 6,8 mEq/L) em paciente com insuficiência renal crônica",Histórico familiar de hipertermia maligna,Glaucoma de ângulo aberto em uso de colírios || E) Gastrite erosiva com risco de regurgitação,B,"15. B — Hipercalemia significativa (K+ ≥ 5,5 mEq/L em contexto de risco, como IRC, grandes queimados, rabdomiólise, desnervação) é contraindicação absoluta à succinilcolina, pois ela eleva o K+ sérico em aproximadamente 0,5–1,0 mEq/L por despolarização muscular generalizada, podendo precipitar arritmias fatais (fibrilação ventricular). Em K+ de 6,8 mEq/L este risco é extremo. Hipertermia maligna (histórico familiar) é contraindicação relativa/precaução, não absoluta per se ao uso único em emergência, mas deve-se considerar dantrolene disponível. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simulado1trimestreprovaahtml-17,ME2,,"Paciente de 58 anos com insuficiência hepática grave (Child-Pugh C) e insuficiência renal (creatinina 2,8 mg/dL) necessita de laparotomia exploradora. O anestesiologista precisa escolher um bloqueador neuromuscular não despolarizante cujo metabolismo independa das funções hepática e renal.

Questão 16 Paciente de 58 anos com insuficiência hepática grave (Child-Pugh C) e insuficiência renal (creatinina 2,8 mg/dL) necessita de laparotomia exploradora. O anestesiologista precisa escolher um bloqueador neuromuscular não despolarizante cujo metabolismo independa das funções hepática e renal. Qual bloqueador neuromuscular é mais adequado para este paciente?",Rocurônio,Vecurônio,Pancurônio,Cisatracúrio || E) Mivacúrio,D,"16. D — O cisatracúrio sofre eliminação de Hofmann (degradação química espontânea pH e temperatura-dependente, independente de enzimas) e hidrólise éster inespecífica, não dependendo de função hepática ou renal. Rocurônio e vecurônio têm eliminação biliar/hepática. Pancurônio depende parcialmente de excreção renal. Mivacúrio é hidrolisado pela pseudocolinesterase. Cisatracúrio é a escolha clássica em falência de múltiplos órgãos. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simulado1trimestreprovaahtml-18,ME2,,"Durante cirurgia de 4 horas em paciente obeso (120 kg), o anestesiologista mantém infusão de sufentanil. Ao final do procedimento, ao tentar reverter a depressão respiratória com naloxona, nota que a analgesia também é revertida abruptamente, levando a dor intensa e taquicardia.

Questão 17 Durante cirurgia de 4 horas em paciente obeso (120 kg), o anestesiologista mantém infusão de sufentanil. Ao final do procedimento, ao tentar reverter a depressão respiratória com naloxona, nota que a analgesia também é revertida abruptamente, levando a dor intensa e taquicardia. Qual estratégia de titulação da naloxona é mais adequada para reverter apenas a depressão respiratória preservando algum efeito analgésico?","Dose única de naloxona 0,4 mg IV em bolus rápido","Naloxona 0,1–0,2 mg IV diluída, titulada em pequenas alíquotas de 0,04 mg a cada 2–3 minutos","Naloxona intramuscular 0,8 mg para absorção gradual e efeito suave","Flumazenil 0,2 mg IV como alternativa, pois antagoniza o componente sedativo dos opioides || E) Naltrexona oral 50 mg pela sonda nasogástrica para reversão progressiva",B,"17. B — A naloxona em bolus único (0,4 mg) reverte completamente todos os efeitos opioides (analgesia, sedação, depressão respiratória) precipitando dor intensa, taquicardia, hipertensão e potencial edema pulmonar neurogênico. A titulação em pequenas alíquotas (0,04 mg a cada 2–3 min) permite reverter seletivamente a depressão respiratória enquanto preserva alguma analgesia residual. A meia-vida da naloxona (30–90 min) é menor que a maioria dos opioides, exigindo monitorização e possível reatitulação. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simulado1trimestreprovaahtml-19,ME2,,"Paciente de 33 anos, grávida de 36 semanas, com prévia cesárea e placenta prévia, é admitida para cesárea de urgência por sangramento ativo. Apresenta PA 85/50 mmHg, FC 118 bpm. A equipe decide por anestesia geral com intubação de sequência rápida. Após indução, imediatamente ao início da laparotomia, a PA cai para 65/40 mmHg.

Questão 18 Paciente de 33 anos, grávida de 36 semanas, com prévia cesárea e placenta prévia, é admitida para cesárea de urgência por sangramento ativo. Apresenta PA 85/50 mmHg, FC 118 bpm. A equipe decide por anestesia geral com intubação de sequência rápida. Após indução, imediatamente ao início da laparotomia, a PA cai para 65/40 mmHg. Considerando o agente indutivo mais adequado para paciente obstétrica em choque, qual foi provavelmente utilizado e por quê?",Propofol 2 mg/kg — pela proteção fetal e rápida indução,Tiopental 4 mg/kg — pelo histórico de uso obstétrico e boa passagem placentária,"Cetamina 1–1,5 mg/kg — pela estimulação simpática indireta que mantém a PA materna","Etomidato 0,3 mg/kg — pela estabilidade hemodinâmica absoluta em qualquer cenário obstétrico || E) Midazolam 0,2 mg/kg — pelo efeito amnésico e segurança comprovada no choque hemorrágico",C,"18. C — Em choque hemorrágico obstétrico, a cetamina 1–1,5 mg/kg é o agente de escolha por estimular a liberação de catecolaminas endógenas (norepinefrina, epinefrina), mantendo ou elevando PA, FC e DC. O propofol e tiopental causariam hipotensão adicional catastrófica. O etomidato oferece estabilidade mas sem efeito pressor ativo. O midazolam é insatisfatório como indutor único em dose anestésica completa. A cetamina também tem mínima passagem placentária em doses anestésicas habituais. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simulado1trimestreprovaahtml-2,ME2,,"Paciente de 45 anos, ASA II, hipertenso controlado, será submetido a colecistectomia videolaparoscópica eletiva. Durante a manutenção anestésica com sevoflurano, o anestesiologista observa que a concentração alveolar mínima (CAM) necessária para abolir a resposta motora em 50% dos pacientes é de 2,0%. Um colega questiona quais fatores poderiam reduzir a CAM neste paciente.

Questão 1 Paciente de 45 anos, ASA II, hipertenso controlado, será submetido a colecistectomia videolaparoscópica eletiva. Durante a manutenção anestésica com sevoflurano, o anestesiologista observa que a concentração alveolar mínima (CAM) necessária para abolir a resposta motora em 50% dos pacientes é de 2,0%. Um colega questiona quais fatores poderiam reduzir a CAM neste paciente. Assinale a alternativa que apresenta APENAS fatores que REDUZEM a CAM:","Hipertermia, hipernatremia, uso de anfetaminas","Idade avançada, hipotermia, uso de opioides, gestação","Hipernatremia, hipertermia, uso crônico de álcool","Hipoxemia grave, acidose metabólica, uso agudo de álcool || E) Hipercalemia, hipertiroidismo, uso de estimulantes do SNC",B,"1. B — Idade avançada, hipotermia, opioides, gestação, hiponatremia, hipotensão arterial grave e uso agudo de álcool reduzem a CAM. Hipertermia, hipernatremia, uso crônico de álcool e estimulantes do SNC AUMENTAM a CAM. A alternativa D traz fatores que também reduzem (hipoxemia grave, acidose), mas a gestação é um fator clássico de redução da CAM (aproximadamente 40%), tornando B a mais completa e correta conforme o enunciado que pede APENAS redutores. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simulado1trimestreprovaahtml-20,ME2,,"19) O coeficiente de partição sangue/gás do desflurano é de aproximadamente 0,45. O que este valor implica clinicamente?","Alta solubilidade no sangue, com indução e recuperação lentas","Baixa solubilidade no sangue, com indução e recuperação rápidas; ideal para cirurgias ambulatoriais","Solubilidade intermediária, semelhante ao isoflurano, sem vantagem cinética",Alta solubilidade lipídica que favorece acúmulo tecidual e prolongamento da recuperação || E) O coeficiente sangue/gás não influencia a velocidade de indução ou recuperação,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado1trimestreprovaahtml-21,ME2,,"20) Qual é o mecanismo de ação mais aceito para os anestésicos inalatórios halogenados, segundo o estado atual do conhecimento?",Inibição específica dos canais de sódio voltagem-dependentes nos neurônios corticais,Agonismo nos receptores NMDA e bloqueio dos receptores GABA-A em sinapses inibitórias,"Potenciação dos receptores GABA-A (aumento da condutância ao Cl-) e inibição de receptores excitatórios (NMDA, nicotínicos), com efeitos em múltiplos sítios","Bloqueio seletivo dos canais de cálcio tipo L no músculo cardíaco e neurônios centrais || E) Ligação covalente irreversível às proteínas de membrana neuronal, alterando permanentemente a fluidez lipídica",C,"20. C — O mecanismo dos halogenados é multissítio e não completamente elucidado. A teoria lipídica (Meyer-Overton) foi substituída pelas teorias proteicas. Os principais alvos identificados são: potenciação dos receptores GABA-A (aumentam a duração da abertura dos canais de Cl-, hiperpolarização), inibição de receptores excitatórios NMDA e nicotínicos (nACh), e efeitos nos canais de K+ e Na+. Não há ligação covalente irreversível. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simulado1trimestreprovaahtml-22,ME2,,"21) Sobre as propriedades físico-químicas dos anestésicos inalatórios, assinale a alternativa CORRETA:","O desflurano possui ponto de ebulição de 22,8°C, necessitando de vaporizador aquecido e pressurizado especial",O sevoflurano é estável em todos os absorvedores de CO2 e não forma compostos nefrotóxicos,O isoflurano possui o menor coeficiente de partição sangue/gás entre os halogenados modernos,"O N2O é um líquido à temperatura ambiente, armazenado em cilindros sob pressão de vapor || E) Todos os halogenados são hepatotóxicos pelo mesmo mecanismo de oxidação pelo CYP2E1",A,"21. A — O desflurano tem ponto de ebulição de 22,8°C (próximo à temperatura ambiente), tornando-o um gás/líquido limítrofe que não pode ser usado em vaporizadores convencionais; requer vaporizador aquecido a 39°C e pressurizado (TEC 6). O sevoflurano forma Composto A (potencialmente nefrotóxico) em absorvedores de CO2 com cal sodada ressecada. O isoflurano tem coeficiente sangue/gás de 1,4 (não o menor). O N2O é gás à temperatura ambiente. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simulado1trimestreprovaahtml-23,ME2,,"22) Em relação ao propofol, qual afirmativa sobre sua farmacocinética é CORRETA?","Volume de distribuição pequeno, com recuperação dependente principalmente da meia-vida de eliminação","Metabolismo renal predominante, com necessidade de ajuste de dose na insuficiência renal","Alto volume de distribuição e elevado clearance; a recuperação após dose única é determinada pela redistribuição, e após infusão prolongada pela meia-vida contexto-dependente","Meia-vida de eliminação muito curta (15–20 minutos), não havendo acúmulo em infusões de até 24 horas || E) Ligação proteica baixa (50–60%), com grande fração livre responsável pelos efeitos clínicos",C,"22. C — O propofol tem volume de distribuição muito alto (~60 L/kg) e clearance elevado (~30 mL/kg/min, excede o FSH, sugerindo metabolismo extra-hepático). Após dose única, a recuperação é determinada pela redistribuição (do SNC para tecidos periféricos). Em infusões longas, a meia-vida contexto-dependente aumenta progressivamente pois os compartimentos periféricos saturam e a eliminação passa a depender do metabolismo hepático e extra-hepático. Alternativa E preservada junto da D para compatibilidade.",,,,
